# 
# Header Description:
# 
# Version: v2.0.0.1 Platform: 7.0 Manufacturer: HUAWEI Model: EVA-L09
# 
# Raw,ElapsedRealtimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb,CarrierFrequencyHz
# 
# Fix,Provider,Latitude,Longitude,Altitude,Speed,Accuracy,(UTC)TimeInMs
# 
# Nav,Svid,Type,Status,MessageId,Sub-messageId,Data(Bytes)
# 
Fix,gps,37.430357,-122.158647,5.748360,0.054037,4.000000,1580923368999
Raw,3449348,1433617000000,,,-1264957153382553782,0.0,21.515705822312338,,,0,1,0.0,47,321786920635342,62,22.418575286865234,433.4301782585146,4.203711814949214,4,590180.0483468553,3.4028234663852886E38,,,,,0,,1,,
Raw,3449349,1433617000000,,,-1264957153382553782,0.0,21.515705822312338,,,0,3,0.0,47,321786931955685,18,34.321903228759766,-267.0168925156536,0.09181766358045368,4,-477538.72738552483,3.4028234663852886E38,,,,,0,,1,,
Raw,3449349,1433617000000,,,-1264957153382553782,0.0,21.515705822312338,,,0,4,0.0,47,321786928735238,23,31.995325088500977,-447.6330536231567,0.11878056453320546,4,-668039.1741085332,3.4028234663852886E38,,,,,0,,1,,
Raw,3449350,1433617000000,,,-1264957153382553782,0.0,21.515705822312338,,,0,6,0.0,47,321786916358878,57,24.26384735107422,-582.9696487664105,0.28839649424161395,4,-899098.9786457866,3.4028234663852886E38,,,,,0,,1,,
Raw,3449350,1433617000000,,,-1264957153382553782,0.0,21.515705822312338,,,0,9,0.0,47,321786921441567,25,31.237382888793945,-666.4797107070353,0.12815596101527982,4,-959805.0727962703,3.4028234663852886E38,,,,,0,,1,,
Raw,3449351,1433617000000,,,-1264957153382553782,0.0,21.515705822312338,,,0,14,0.0,47,321786918911864,48,25.690513610839844,254.1548550730754,0.24561771920530417,4,358376.5771503062,3.4028234663852886E38,,,,,0,,1,,
Raw,3449351,1433617000000,,,-1264957153382553782,0.0,21.515705822312338,,,0,16,0.0,47,321786924214628,31,29.51741600036621,-732.4568708684569,0.156662224769753,4,-1097602.5222037463,3.4028234663852886E38,,,,,0,,1,,
Raw,3449352,1433617000000,,,-1264957153382553782,0.0,21.515705822312338,,,0,18,0.0,47,321786915728822,59,23.944053649902344,480.36342501325066,0.2989887492501415,4,414936.1526527959,3.4028234663852886E38,,,,,0,,1,,
Raw,3449352,1433617000000,,,-1264957153382553782,0.0,21.515705822312338,,,0,22,0.0,47,321786930087222,16,35.17561721801758,20.27726804179767,0.08308767865604333,4,-65324.935659864524,3.4028234663852886E38,,,,,0,,1,,
Raw,3449353,1433617000000,,,-1264957153382553782,0.0,21.515705822312338,,,0,23,0.0,47,321786926676093,56,24.429964065551758,-497.6164416594886,0.281247366149465,4,-728354.7172619088,3.4028234663852886E38,,,,,0,,1,,
Raw,3449353,1433617000000,,,-1264957153382553782,0.0,21.515705822312338,,,0,26,0.0,12,321786926396794,1000000000,12.308340072631836,-377.2022025380734,2.99792458E8,4,-643603.7676011318,3.4028234663852886E38,,,,,1,,1,,
